from,to,timestamp,type,user_id
null,S0,2024-06-03 10:08:46.000,Req,1
S0,S1,2024-06-03 10:08:46.000,Req,1
S1,S1_1,2024-06-03 10:08:46.000,Req,1
S1_1,S1,2024-06-03 10:08:46.100,Res,1
S1,S0,2024-06-03 10:08:46.100,Res,1
S0,S2,2024-06-03 10:08:46.100,Req,1
S2,S2_5,2024-06-03 10:08:46.100,Req,1
S2_5,S2,2024-06-03 10:08:47.000,Res,1
S2,S2_2,2024-06-03 10:08:47.000,Req,1
S2_2,S2,2024-06-03 10:08:48.200,Res,1
S2,S2_1,2024-06-03 10:08:48.200,Req,1
S2_1,S2,2024-06-03 10:08:49.300,Res,1
S2,S0,2024-06-03 10:08:49.300,Res,1
S0,S3,2024-06-03 10:08:49.300,Req,1
S3,S3_1,2024-06-03 10:08:49.300,Req,1
S3_1,S3,2024-06-03 10:08:53.900,Res,1
S3,S3_2,2024-06-03 10:08:53.900,Req,1
S3_2,S3,2024-06-03 10:08:56.900,Res,1
S3,S3_3,2024-06-03 10:08:56.900,Req,1
S3_3,S3,2024-06-03 10:08:58.400,Res,1
S3,S0,2024-06-03 10:08:58.400,Res,1
S0,S4,2024-06-03 10:08:58.400,Req,1
S4,S4_2,2024-06-03 10:08:58.400,Req,1
S4_2,S4,2024-06-03 10:09:06.400,Res,1
S4,S0,2024-06-03 10:09:06.400,Res,1
S0,S5,2024-06-03 10:09:06.400,Req,1
S5,S0,2024-06-03 10:09:06.400,Res,1
S0,null,2024-06-03 10:09:06.400,Res,1
null,S0,2024-06-03 09:47:55.000,Req,2
S0,S1,2024-06-03 09:47:55.000,Req,2
S1,S1_2,2024-06-03 09:47:55.000,Req,2
S1_2,S1,2024-06-03 09:47:55.300,Res,2
S1,S0,2024-06-03 09:47:55.300,Res,2
S0,S2,2024-06-03 09:47:55.300,Req,2
S2,S2_2,2024-06-03 09:47:55.300,Req,2
S2_2,S2,2024-06-03 09:47:56.200,Res,2
S2,S0,2024-06-03 09:47:56.200,Res,2
S0,S3,2024-06-03 09:47:56.200,Req,2
S3,S3_1,2024-06-03 09:47:56.200,Req,2
S3_1,S3,2024-06-03 09:48:00.500,Res,2
S3,S3_2,2024-06-03 09:48:00.500,Req,2
S3_2,S3,2024-06-03 09:48:02.000,Res,2
S3,S3_3,2024-06-03 09:48:02.000,Req,2
S3_3,S3,2024-06-03 09:48:06.700,Res,2
S3,S0,2024-06-03 09:48:06.700,Res,2
S0,S4,2024-06-03 09:48:06.700,Req,2
S4,S4_3,2024-06-03 09:48:06.700,Req,2
S4_3,S4,2024-06-03 09:48:10.800,Res,2
S4,S0,2024-06-03 09:48:10.800,Res,2
S0,S5,2024-06-03 09:48:10.800,Req,2
S5,S0,2024-06-03 09:48:10.800,Res,2
S0,null,2024-06-03 09:48:10.800,Res,2
null,S0,2024-06-03 09:12:28.000,Req,3
S0,S1,2024-06-03 09:12:28.000,Req,3
S1,S1_2,2024-06-03 09:12:28.000,Req,3
S1_2,S1,2024-06-03 09:12:28.000,Res,3
S1,S0,2024-06-03 09:12:28.000,Res,3
S0,S2,2024-06-03 09:12:28.000,Req,3
S2,S2_1,2024-06-03 09:12:28.000,Req,3
S2_1,S2,2024-06-03 09:12:28.900,Res,3
S2,S0,2024-06-03 09:12:28.900,Res,3
S0,S3,2024-06-03 09:12:28.900,Req,3
S3,S3_1,2024-06-03 09:12:28.900,Req,3
S3_1,S3,2024-06-03 09:12:30.500,Res,3
S3,S3_2,2024-06-03 09:12:30.500,Req,3
S3_2,S3,2024-06-03 09:12:34.700,Res,3
S3,S3_3,2024-06-03 09:12:34.700,Req,3
S3_3,S3,2024-06-03 09:12:38.400,Res,3
S3,S0,2024-06-03 09:12:38.400,Res,3
S0,S4,2024-06-03 09:12:38.400,Req,3
S4,S4_3,2024-06-03 09:12:38.400,Req,3
S4_3,S4,2024-06-03 09:12:45.300,Res,3
S4,S0,2024-06-03 09:12:45.300,Res,3
S0,S5,2024-06-03 09:12:45.300,Req,3
S5,S0,2024-06-03 09:12:45.300,Res,3
S0,null,2024-06-03 09:12:45.300,Res,3
null,S0,2024-06-03 09:25:39.000,Req,4
S0,S1,2024-06-03 09:25:39.000,Req,4
S1,S1_2,2024-06-03 09:25:39.000,Req,4
S1_2,S1,2024-06-03 09:25:40.000,Res,4
S1,S0,2024-06-03 09:25:40.000,Res,4
S0,S2,2024-06-03 09:25:40.000,Req,4
S2,S2_2,2024-06-03 09:25:40.000,Req,4
S2_2,S2,2024-06-03 09:25:40.900,Res,4
S2,S2_1,2024-06-03 09:25:40.900,Req,4
S2_1,S2,2024-06-03 09:25:41.600,Res,4
S2,S2_5,2024-06-03 09:25:41.600,Req,4
S2_5,S2,2024-06-03 09:25:42.800,Res,4
S2,S2_3,2024-06-03 09:25:42.800,Req,4
S2_3,S2,2024-06-03 09:25:44.000,Res,4
S2,S2_4,2024-06-03 09:25:44.000,Req,4
S2_4,S2,2024-06-03 09:25:45.500,Res,4
S2,S0,2024-06-03 09:25:45.500,Res,4
S0,S3,2024-06-03 09:25:45.500,Req,4
S3,S3_1,2024-06-03 09:25:45.500,Req,4
S3_1,S3,2024-06-03 09:25:50.000,Res,4
S3,S3_2,2024-06-03 09:25:50.000,Req,4
S3_2,S3,2024-06-03 09:25:51.700,Res,4
S3,S3_3,2024-06-03 09:25:51.700,Req,4
S3_3,S3,2024-06-03 09:25:53.900,Res,4
S3,S0,2024-06-03 09:25:53.900,Res,4
S0,S4,2024-06-03 09:25:53.900,Req,4
S4,S4_3,2024-06-03 09:25:53.900,Req,4
S4_3,S4,2024-06-03 09:26:02.800,Res,4
S4,S0,2024-06-03 09:26:02.800,Res,4
S0,S5,2024-06-03 09:26:02.800,Req,4
S5,S0,2024-06-03 09:26:02.800,Res,4
S0,null,2024-06-03 09:26:02.800,Res,4
